PC1,PC2,PC3,PC4,PC5,PC6,target
0.16918438614642795,0.6296870674670147,0.6716469266607299,0.4876528357263627,-0.9856617183067202,0.23337807596323878,0.0
0.4336179478234288,-0.390693967081411,-0.3881326752354451,0.4101646307874877,0.5402742430763416,0.6680708490231075,2.0
1.0467960157300051,-0.2388750826492634,-0.04770561060766487,-0.05975829730218485,0.19118765916522135,0.17225378380305506,1.0
-0.17925109380481508,0.22696194620746277,-0.14340993151160938,-0.07039624921146843,-0.44834164553989303,0.8291676909944309,0.0
-0.92575253134173,-0.20137691383599665,0.03635457822548194,-0.14926449276107448,-0.13574981454495041,-0.19652721979030774,0.0
-0.5048553580993398,0.5246717728097311,-0.39500671070025783,0.06833614982356934,-0.048217374589569345,0.0013220291104397708,0.0
-0.42490689895948075,-0.6252619629298354,0.507245563752424,-0.24098039921743206,0.06420584082534264,0.8949261630940918,3.0
-0.28390482746797496,-0.9648482985415463,-0.4203956394983324,0.12375756025872178,0.11751793527539267,-0.34743594050205207,0.0
0.45390434651446854,0.368963746867082,0.2692796049414942,-0.4322763024390025,0.11421105111584046,0.12418238083610073,2.0
1.0818285471182685,-0.21533443239771297,0.35363091860161777,0.6059026884219878,-0.6171646482614528,0.07771424433145618,1.0
0.21479018365587055,0.36112455141289623,0.03155710903747924,-0.3595584504380122,-0.045918120681958385,0.042617206697378285,0.0
-0.8320176249454678,-0.28274358102866504,0.13606704348387014,-0.18895573392438633,-0.396812731238411,0.13494866769195973,0.0
0.751232914236472,-0.05676488306477934,0.21057523982538348,0.8482155492729815,-0.24491597923910086,-0.16432459557619206,2.0
0.12248123315161652,0.6833906829278716,0.025601584956834345,-0.346879634971117,-0.15465788816205295,-0.4552309818160235,0.0
0.24781009612830718,0.6571239962338952,0.5532797508538199,0.40244120719216997,-0.10908112936790337,-0.5974529622757074,0.0
-0.412867723556406,0.41593888423757985,-0.3783243139693222,0.024987588955265067,0.11165651601161042,0.060240857187581986,0.0
0.33632065563503577,0.5056610036026604,0.24530620229700298,-0.4354057492063749,-0.6984250519287354,0.26827796962983375,1.0
-0.3472496987043675,0.32220234060530306,-0.3819216040617787,-0.009217340004405064,0.2931717369925514,0.058602508783401785,0.0
-0.8777142462836216,-0.28511589417502387,0.019237496917430548,-0.1773736671149885,0.06019296002249824,-0.23853701918203604,0.0
-0.5092502930478224,0.5271711636330435,-0.39838665850415655,0.06986008847500838,-0.044610486192942445,-0.008770833636447317,0.0
0.04925544993425057,-0.047704516073250006,-0.7294227755746688,0.39894796327902754,-0.613182313793704,0.22212926070760797,0.0
-0.969016665131218,-0.01892569126726408,0.5424977679742415,0.6814196858587844,-0.4225449463413545,-0.42126183679017126,0.0
-0.3869483094864238,0.42955845608884446,-0.27670453252042676,0.020263246077342825,-0.3291181774644778,0.3883086617005861,1.0
0.37902889778626814,0.5109767302050217,0.30742482566725393,-0.32805600744405883,0.37869460282096645,-0.004905299998204604,3.0
1.042401080781523,-0.236375691825951,-0.05108555841156359,-0.05823435865074578,0.19479454756184827,0.16216092105616803,4.0
-0.7510173277737404,-0.38522799254253526,0.14429957070505905,-0.22849444816409306,-0.22792161964566404,0.1686353389018843,0.0
-0.8821091812321041,-0.28261650335171146,0.015857549113531842,-0.17584972846354946,0.06379984841912512,-0.2486298819289231,0.0
-0.7819260686588316,-0.28287065870561867,0.25627653785420845,-0.2020617393852232,-0.8574253108959471,0.5185272173128426,0.0
-0.34065729628164365,0.31845325437033445,-0.3768516823559307,-0.011503247981563602,0.2877614043976111,0.07374180290373233,0.0
0.9217904001746307,-0.19768853590837634,-0.2824269243520605,-0.13564593356049853,-0.21475293678626034,-0.12831730521563817,3.0
-0.8795497454838411,-0.1413287444746697,0.264533338650638,-0.03460011158877355,0.09949622561547089,0.07540362939190454,0.0
0.9644276630250872,-0.06254525946185818,0.34667795428050313,0.7802220401499131,0.35598788603478615,-0.41082722595047366,2.0
-0.44802720314426636,0.4359340108240791,-0.40536389640051185,0.03717909816677728,0.14051162318462557,-0.02050204478751444,1.0
0.37821673389133337,0.3970551927074628,0.1417791046576003,-0.4656483046138423,-0.07793858167001966,-0.056381751913906986,0.0
0.07137432092237672,-0.1450630682635418,-0.8481596383316156,0.37556313180303574,0.023535154249832768,-0.1479483431971244,0.0
-0.3736193083952628,0.3371986855451775,-0.402201290885171,-7.370809577089688e-05,0.31481306737231274,-0.00195466769792052,0.0
0.932777737545837,-0.20393701296665737,-0.2739770548423137,-0.1394557801890961,-0.22377015777782755,-0.10308514834842059,3.0
0.7857071781289948,-0.23421732398688713,-0.30232784553117353,0.020579247956000676,0.04909292935055687,0.04022429592989735,1.0
0.960121065735664,-0.20453515975060163,-0.1836559804013057,-0.08932045284842699,0.008055247370928387,-0.03354250581417034,3.0
0.2204251304948086,-0.15646048769459742,-0.22055166488768407,1.12092160041412,-0.3698593362337924,0.032851049482752304,0.0
0.12285330923959292,-0.37827635993303355,0.90832262518044,-0.5617977995538204,0.46147431428495633,0.14616131897895018,4.0
0.5894495372116688,0.1886319750025903,-0.4034570234701168,0.02113751167049449,-0.46397024326766745,-0.5507603435807922,0.0
-0.8359063953742154,-0.22256833399038445,0.24403630953868788,-0.06118534729124853,0.2990458885795464,0.023300967253289118,0.0
-0.3729340926999253,0.494655999880786,0.1377413769025757,0.8153710840096977,-0.008050948390360135,-0.1257606572289135,0.0
-0.8077012864831006,-0.381351828630613,0.019020154628872687,-0.21310253472609764,0.23810129260681234,-0.23008250483932913,1.0
0.40366859398211896,0.45395242261776536,0.28470671234759626,-0.403405158759369,-0.07992827925329454,0.16114574885438565,4.0
-0.43484239829881877,0.4284358383541419,-0.39522405298881574,0.032607282212460204,0.1296909579947449,0.009776543453146713,0.0
0.42436355085040023,0.3708115890626825,0.17726855659853674,-0.4816496604539521,-0.11581090983460207,0.04959330692840708,4.0
-0.7686854052267297,-0.23074113813722982,0.6577337663673744,0.6486677380914425,0.1380454610013282,-0.2591136949688543,0.0
-0.18985921485588375,0.33442205631876165,0.3337863596154534,0.7375125403345129,-0.5265698933806544,0.5270982549887344,0.0
-0.9006066706261441,-0.2007253652082847,0.12498567876454073,-0.09836719609468589,0.09787903480211901,-0.132031008629501,0.0
0.2800868925465887,0.4809212507234436,0.03868669159531346,-0.4244331247990914,0.18673122342006782,-0.3979505021430615,0.0
-0.3177089030402992,0.32035449840970254,-0.28991055571882124,0.0401560180105445,0.523193697942994,0.13319158269109554,2.0
-0.52243509789327,0.5346693361029807,-0.40852650191585266,0.07443190442932546,-0.03378982100306177,-0.03904942187710844,0.0
0.8685836268136433,-0.12441818796958945,-0.2816784717577445,-0.05039118101083462,0.2673147198660756,-0.3599719619229943,1.0
0.982095740478077,-0.21703211386716367,-0.1667562413818121,-0.09694014610562213,-0.009979194612206088,0.01692180792026493,1.0
0.36191671197153474,0.47769663543923335,0.25259720821055853,-0.38892774157069826,-0.04566283948533911,0.06526355275895873,1.0
0.27129702264962363,0.4859200323700684,0.03192679598751602,-0.42138524749621337,0.19394500021332156,-0.4181362276368356,1.0
-0.18926471267708977,0.24760862142167397,-0.08181841340374027,-0.007307443333567629,-0.18585768901980848,0.8129210001801411,0.0
0.00044361152174587914,0.02306644104222448,-0.7252943751764541,0.4826787771772523,-0.13472154553799506,0.0005674667471389228,0.0
